Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
65.015.1/02,L'ergonomie,LAVILLE Antoine,Puf,Vendôme,1976,128,"Aménagement du travail, simplification",FSR_1823
65.015.1/03,Précis d'ergonomie = physiologische arbeitsgestaltung,GRANDJEAN Etienne,d'Organisation,Paris,1983,400,Ergonomie,FSR_11179
65.01/01,Instituts de recherche industrielle: comment organiser efficacement leurs services d'études,  ,Nations Unies,New york,1976,44,"Questions de méthode, théorie et pratique",FSR_2966
65.01/03,L'esthétique industrielle,HUISMAN Denis. PATRIX Georges,Puf,Paris,1971,128,Gestion et organisation de l'industrie,FSR_2224
65.01/05,L'ingénierie,NASSER Frank,Puf,Paris,1976,128,Gestion et organisation de l'industrie,FSR_1820
65.01/06,Manuel d'analyse des projets industriels: dans les pays en voie de développement,  ,Ocde,Paris,1972,264,"Questions de méthode, théorie et pratique",FSR_8620
65.01/07,Le développement des organisations sa pratique ses perspectives et ses problèmes,BENNIS Warren G,Dalloz,Paris,1975,104,"Questions de méthode, théorie et pratique",FSR_9233
65.01/08,Diagnostic organisationnel et stratégies de développement:une approche globale,LAFLAMME Marcel,G. Morin,Québec,1977,224,Théorie et pratique de l'organisation,FSR_10749
65/01t1,Sciences de la gestion: comptabilité commerciale. t1,GARNIER Pierre,Bordas,Paris,1982,534,"Gestion: commerce, comptabilité",FSR_11882
65/01t10,Sciences de la gestion: les cinq grandes règles de la vente. t10,WHITING Percy H,Bordas,Paris,1962,182,"Gestion: commerce, comptabilité",FSR_11891
65/01t11,Sciences de la gestion: précis de droit commercial. t11,DUPOUY C,Bordas,Paris,1981,402,"Gestion: commerce, comptabilité",FSR_11892
65/01t12,Sciences de la gestion: commander demain. t12,MORIN Pierre,Bordas,Paris,1978,216,"Gestion: commerce, comptabilité",FSR_11893
65/01t13,Sciences de la gestion: guide pratique d'analyse de projets. t13,BRIDIER Manuel,Bordas,Paris,1982,264,"Gestion: commerce, comptabilité",FSR_11894
65/01t2,Sciences de la gestion : comptabilité des sciences. t2,GARNIER Pierre. GARNIER Henry,Bordas,Paris,1981,400,Gestion : commerce. comptabilité,FSR_11883
65/01t3,Sciences de la gestion : introduction à la finance d'entreprise. t3,DUFIGOUR Pierre-andré. GAZENGEL Anne,Bordas,Paris,1982,224,Gestion : commerce. comptabilité,FSR_11884
65/01t4,Sciences de la gestion: gestion budgétaire. t4,MEYER Jean,Bordas,Paris,1979,480,"Gestion: commerce, comptabilité",FSR_11885
65/01t5,Sciences de la gestion : la trésorerie des entreprises. t5,MEUNIER Henri. DE BAROLET François. BOULMER Pierre,Bordas,Paris,1975,184,"Gestion: commerce, comptabilité",FSR_11886
65/01t6,Sciences de la gestion: analyse en informatique de gestion. t6,REIX Robert,Bordas,Paris,1971,406,"Gestion: commerce, comptabilité",FSR_11887
65/01t7,Sciences de la gestion: comprendre les mathématiques. t7,LABIN Edouard,Bordas,Paris,1972,320,"Gestion: commerce, comptabilité",FSR_11888
65/01t8,Sciences de la gestion: la pratique de la gestion des stocks. t8,ZERMATI Pierre,Bordas,Paris,1974,150,"Gestion: commerce, comptabilité",FSR_11889
65/01t9,Sciences de la gestion: introduction aux nouveaux marketings. t9,BLANCHE Bernard,Bordas,Paris,1979,154,"Gestion: commerce, comptabilité",FSR_11890
65/02,Le renforcement des fonds propres dans les sociétés anonymes,CORDIER Blandine,Lgdj,Paris,1989,428,Gestion et organisation de l'industrie,FSR_22022
661.187/01,Les savons et les détergents,CORNU Charles-X,Puf,Paris,1970,136,"Fabrication du savon, savonnerie",FSR_1361
661.1/01,La grande industrie chimique organique,CHAMPETIER Georges,Puf,Paris,1969,128,Différents branches de l'industrie chimique,FSR_2360
661.1/03,L'économie des industries chimiques,LAGACHE Michel,Puf,Paris,1972,128,Différents branches de l'industrie,FSR_1452
661.1/04,L'industrie du gaz,BRACHAY Philippe,Puf,Paris,1970,128,Produits chimiques dans le sens le plus,FSR_2124
661.1/05,Le gaz naturel dans le monde,GUGLIELMO Raymond,Puf,Paris,1972,128,Produits chimiques dans le sens le plus,FSR_2125
661.1/06,L'industrie pétrochimique,  ,Nations Unies,New york,1974,73,Différents branches de l'industrie,FSR_3000
661.63/01,Le phosphore et les composés phosphorés,DUMON Roger,Masson,Paris,1980,173,Phosphore,FSR_7260
662.7/01,"Methane generation from human, animal, and agricultural wastes",  ,National academy,Washington,1977,133,Combustibles résultant des procédés,FSR_3051
662.7/02,"Biométhane : une alternative crédible, tome 1",LARGANGE Bernard,Edisud,Aix-en-provence,1979,207,Combustibles résultant des procédés,FSR_7321
662.7/03,"Biométhane : principes, techniques, utilisation.t2",LAGRANGE Bernard,Edisud,Aix-en-provence,1979,252,Combustibles résultant des procédés thermiques,FSR_7322
663.63/01,La soif du monde et le dessalement des eaux,COMELLA Cyril,Puf,Paris,1966,247,Purification et traitement de l'eau pour,FSR_7514
663.9/01,Le thé,RUNNER Jean,Puf,Paris,1974,128,Stimulants en général,FSR_1446
664.66/01,Le pain : le pain et la planification,CALVEL Raymond,Puf,Paris,1969,128,Produits de la boulangerie en général,FSR_1502
664/01,Etudes de préinvestissements et planification rationnelle dans l'industrie des huiles végétales,  ,Nations Unies,New york,1974,36,Fabrication et conservation des aliments,FSR_2995
664/02,Revue et analyse comparative des matières premières oléagineuses et des procédés de fabrication de..,  ,Nations Unies,New york,1974,40,Fabrication et conservation des aliments,FSR_2999
664/03,L'hydrogénation des huiles végétales et la production de ghee végétal,  ,Nations Unies,New york,1974,44,Fabrication et conservation des aliments,FSR_2996
664/04,Agriculture et industrialisation,FAO,Fao,Rome,1967,145,Fabrication et conservation des aliments,FSR_2597
664/05,Les industries de l'alimentation,VASSEUR Léon. BINBENET Jean-Jacques. HILLAIRET Max,Puf,Paris,1966,136,Fabrication et conservation des aliments,FSR_2240
665.3/01,Aspects techniques et économiques de la production de l'huile de palme,  ,Nations Unies,New york,1975,42,"Huiles, graisses, et cires d'origine végétale",FSR_2994
665.3/02,Production et traitement de l'huile de ricin,  ,Nations Unies,New york,1975,26,"Huiles, graisses, et cires d'origine végétale",FSR_2997
666/01,Le verre,DUVAL Clément,Puf,Paris,1974,128,"Verre, céramique, email, pierres artificiel",FSR_2122
669.1/01,L'industrie sidérurgique en France pendant la révolution et l'empire,WORONOFF Denis,Ecoles des hautes études,Paris,1984,592,Sidérurgie,FSR_21797
669/01,L'industrie sidérurgique dans le monde et son évolution économique depuis la seconde guerre mondiale,FONTAINE Maurice,Puf,Paris,1950,398,Métallurgie. métaux et alliages,FSR_7247
669/02,Les aciers spéciaux,HEDDE.D'ENTREMONT Bernard,Puf,Paris,1968,128,Métallurgie - métaux et alliages,FSR_2353
669/03,Le linc,DUCHAUSSOY Jacques,Puf,Paris,1971,128,Métallurgie - métaux et alliages,FSR_1358
669/04,Le plomb,LHERAUD Marc,Puf,Paris,1974,128,"Métallurgie, métaux et alliages",FSR_1354
669/05,Les alliages métalliques,EUDIER Michel,Puf,Vendôme,1976,128,"Métallurgie, métaux et alliages",FSR_2134
669/06,La métallurgie,HOCHEID Bernard,Puf,Paris,1970,136,Métallurgie - métaux et alliages,FSR_2131
669/07,L'acier et l'industrie sidérurgique,RIVET Daniel,Puf,Paris,1978,128,Métallurgie - métaux et alliages,FSR_1360
669/08,Principles of metal casting,HEINE Richard W. LOPER Carl R. ROSENTHAL Philip C,Tata / Mc Graw-Hill,New-delhi,1982,724,Métallurgie,FSR_9973
66.0/01,Plant design and economics for chemical engineers,PETERS Max S. TIMMERLAUS Klaus D,Mc GrAw-Hill,Tokyo,1980,955,"Le domaine de l'ingénieur, chimistes",FSR_9968
66.0/02,Contributions of science and technology to national developement,INSA,Insa,New Delhi,1979,538,Technologie chimique.le domaine de,FSR_3055
66.0/03,La civilisation du risque : catastrophes technologiques et responsabilité sociale,LAGADEC Patrick,Seuil,Paris,1981,237,Technologie,FSR_13868
674/01,Le bois,CAMPREDON Jean,Puf,Paris,1975,128,Industrie du bois,FSR_2220
675/01,L'économie mondiale des cuirs et peaux et de la chaussure,  ,Fao,Rome,1971,140,"Industrie du cuir, traitement de peaux",FSR_2627
675/02,Relation entre les paramètres de l'industrie du cuir,  ,Nations Unies,New york,1977,36,Industrie du cuir,FSR_2985
676/01,Guide pour la planification des entreprises de pâtes et papiers,  ,Onu,Rome,1973,418,Industrie du papier,FSR_2624
676/02,Le papier,MARTIN Gérard,Puf,Vendôme,1976,128,Procédés de fabrication,FSR_2129
677/01,Nouvelles techniques de traitement des textiles par voie humide: en particulier dans l'industrie du coton,  ,Nations Unies,New york,1976,52,Industrie textile,FSR_2977
677/02,Le contrôle de la qualité dans l'industrie textile,  ,Nations Unies,New york,1974,62,Industrie textile,FSR_2955
677/03,Le coton et l'industrie cotonnière,DAVID Jean,Puf,Paris,1900,128,"Industrie textile, appret des textiles",FSR_1505
677/04,La laine et l'industrie lainière,BURLET Jean-Etienne,Puf,Paris,1972,136,"Industrie textile, appret des textiles",FSR_2342
677/05,Les industries des soieries,VASCHALDE Jean,Puf,Paris,1972,128,"Industrie textile, appret des textiles",FSR_2364
677/06,Les textiles dans le monde musulman VIIè-XIIè siècle,LOMBARD Maurice,Mouton,Paris,1900,163,"Industrie textile, appret des textiles",FSR_6728
677/07,Les textiles chimiques,BARY Louis Charles,Puf,Vendôme,1978,128,"Industrie textile, appret des textiles",FSR_1362
677/08,Les textiles chimiques,BARY Louis-Charles,Puf,Vendôme,1978,128,"Industrie textile, appret des textiles",FSR_1288
678/01,Caoutchoucs et textiles synthétiques,VENE Jean,Puf,Paris,1967,128,Industrie des matières macromoléculaires,FSR_1363
678/02,Les plastiques,VENE Jean,Puf,Paris,1976,128,"Industrie du caoutchouc, industrie",FSR_2126
678/03,Les plastiques renforcés,DUFLOS Jacques. DESJEUX Jean-Claude,Puf,Vendôme,1977,128,"Industrie du caoutchouc, industrie",FSR_2127
678/04,Le caoutchouc,LE BRAS Jean,Puf,Paris,1969,128,"Industrie du caoutchouc, industrie",FSR_2128
678/05,Guayule: an alternative source of natural rubber,  ,N.a.s,Washington,1977,79,Industrie caoutchouc,FSR_3029
679.8/01,L'industrie de la pierre et du marbre,LAMBERTIE René-Michel,Puf,Paris,1965,128,Technologie de la pierre,FSR_1520
67/01,Conceptuel and policy framework for appropriate industrial technology,  ,Nations Unies,New york,1979,148,"Industrie et métiers divers, technologie",FSR_6582
67/02,Appropriate industrial technology for low-cost transport for rural areas,  ,Nations Unies,New york,1979,54,"Industrie et métiers divers, technologie",FSR_6583
67/03,Appropriate industrial technology for paper products and small pulps mills,  ,Nations Unies,New york,1979,149,"Industrie et métiers divers, technologie",FSR_6584
67/04,Appropriate industrial technology for energy for rural requirements,  ,Nations Unies,New york,1979,169,"Industrie et métiers divers, technologie",FSR_6585
67/05,Towards global action for appropriate technology,BHALLA A,Pergamon,Oxford,1977,220,Industrie et métiers divers,FSR_3031
67/06,Systems analysis and operations research:a tool for policy and program planing for developing countr,  ,Nat. acad. of sciences,Washington,1976,102,Industries et métiers divers,FSR_3033
67/07,Manual for the preparation of industrial feasibility studies,  ,Nations Unies,New york,1978,258,Industrie et métiers divers,FSR_3182
67/08,Manual for the preparation of industrial feasibility studies,  ,Nations Unies,New york,1978,258,Industrie et métiers divers,FSR_6586
67/09,Science and technology for development:international conflict and cooperation,MOREHOUSE Cynthia,Research policy prog,Sweden,1978,74,"Industrie et métiers divers, technologie",FSR_6576
67/10,Science and technology for development:international conflict and cooperation,MOREHOUSE Cynthia,Research policy prog,Sweden,1978,131,"Industrie et métiers divers, technologie",FSR_6577
67/11,Science and technology for development:international conflict and cooperation,MOREHOUSE Cyntia,Research policy,Sweden,1978,200,"Industrie et métiers divers, technologie",FSR_6578
67/12,Science and technology for development:international conflict and cooperation,MOREHOUSE Cynthia T. D'ONOFRIO Pamela,Research policy prog,Sweden,1978,100,"Industrie et métiers divers, technologie",FSR_6579
67/13,Science and technology for development:international conflict and cooperation,D'ONOFRIO Pamela M,R.p.i.u.l,Sweden,1979,425,"Industrie et métiers divers, technologie",FSR_6580
67/14,Science and technology for development:international conflict and cooperation,MOREHOUSE Cynthia T. D'ONOFRIO Pamela,Research policy,Sweden,1979,553,"Industrie et métiers divers, technologie",FSR_6581
67/16,Science and technology for development: the role of u.s. universities,MORGAN Robert P,Pergamon,New york,1979,406,"Industrie et métiers divers, technologie",FSR_3039
67/17,Science and technology for development: the role of u.s. universities,MORGAN Robert P,Pergamon,New york,1979,406,Industrie et métiers divers,FSR_3038
67/18,Science and technology for development: the role of u.s. universities,MORGAN Robert P,Pergamon,New york,1979,344,Industrie et métiers divers,FSR_3037
67/19,Science and technology for development: the role of u.s. universities,MORGAN Robert P,Pergamon,New york,1979,344,Industrie et métiers divers,FSR_3036
67/20,Science and technology for developement: the role of u.s. universities,MORGAN Robert P,Pergamon,New york,1979,446,Industrie et métiers divers,FSR_3035
67/21,Building national institutions for science and technology in developing countries,  ,Ch.Kidd,Washington,1979,52,"Industrie et métiers divers, technologie",FSR_3060
67/22,Science and technology for development : organized labor's concerns,  ,J. Mintzes,Washington,1979,39,"Industrie et métiers divers, technology",FSR_3057
67/23,The role of scientific and engineering societies in development,  ,Wedel,Washington,1979,60,"Industrie et métiers divers, technologie",FSR_3059
681.3/275,La société digitale: les nouvelles technologies au futur quotidien,MERCIER Pierre-Alain. PLASSARD F. SCARDIGLI V,Seuil,Paris,1984,211,"Industrie et métiers divers, technologie",FSR_13091
681.3/28,Principes fondamentaux des systèmes d'exploitation,LISTER A.M,Eyrolles,Paris,1977,156,Appareils et matériel de traitement de l'information,FSR_3197
681.3/01,Les techniques contractuelles suscitées par l'informatique,LAMBERTERIE Isabelle de,Cnrs,Paris,1977,512,Appareils et matériel de traitement de l'information,FSR_8717
681.3/02,Algorithmes d'accélération de la convergence : étude numérique,BREZINSKI Claude,Technip,Paris,1978,392,Appareils et matériel de traitement de l'information,FSR_3405
681.3/03,"Algorithmes numériques, analyse et mise en oeuvre. t1: arithmétiques des ordinateurs, systèmes linéaires",LA Porte Michel. VIGUES Jean,Technip,Paris,1974,226,Appareils et matériel de traitement de l'information,FSR_3410
681.3/04,Analyse fonctionnelle et organique,CHENIQUE François,Dunod,Paris,1974,279,Appareils et matériel de traitement de l'information,FSR_3220
681.3/05,Transformations de programmes,ROBINET B,Dunod,Paris,1978,426,Appareils et matériel de traitement de l'information,FSR_3227
681.3/06,La construction de programmes structurés,ARSAC Jacques,Dunod,Paris,1977,380,Appareils et matériel de traitement de l'information,FSR_3282
681.3/07,Analyse fonctionnelle en informatique de gestion,BRIAND Henri. COCHET Claude,Dunod,Paris,1978,295,Appareils et matériel de traitement de l'information,FSR_3396
681.3/08,Analyse fonctionnelle en informatique de gestion,BRIAND Henri. COCHET Claude,Dunod,Paris,1978,295,Appareils et matériel de traitement de l'information,FSR_3214
681.3/09,Introduction aux microprocesseurs et aux micro-ordinateurs,PARIOT Claude,Dunod,Paris,1978,134,Appareils et matériel de traitement de l'information,FSR_3216
681.3/10,Classification automatique pour l'analyse des données: méthodes et algorithmes. t1,JAMBU Michel,Dunod,Paris,1978,310,Appareils et matériel de traitement de l'information,FSR_3239
681.3/100,Let's talk d.p : lexique d'informatique,DRIEUX Jean-Pierre. JARLAND Alain,Dunod,Paris,1978,120,Appareils et matériel de traitement de l'information,FSR_3208
681.3/101,L'ordinateur et l'informatique en 15 leçons,MORVAN Pierre,Radio,Paris,1977,224,Appareils et matériel de traitement de l'information,FSR_3314
681.3/102,Cours de basic : analyse et programmation,LAUTIER D. LERNER J.-P,Masson,Paris,1980,135,Appareils et matériel de traitement de l'information,FSR_3374
681.3/103,Exercices commentés de Fortran : syntaxe élémentaire approfondissement et style,THORIN Marc,Masson,Paris,1978,109,Appareils et matériel de traitement de l'information,FSR_3361
681.3/104,50 jeux avec votre calculatrice électronique,SCHLOSSBERG E. BROCKMAN J,Radio,Paris,1976,128,Appareils et matériel de traitement de l'information,FSR_3441
681.3/105,Eléments d'informatique appliquée à la gestion,BINET P. LESCA H,Dalloz,Paris,1978,310,Appareils et matériel de traitement de l'information,FSR_3395
681.3/106,Le langage basic,DRIEUX Baudoin,Puf,Paris,1979,172,Appareils et matériel de traitement de l'information,FSR_3370
681.3/107,Informatique et vie privée,  ,Radio,Bruxelles,1980,191,Appareils et matériel de traitement de l'information,FSR_7150
