Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
330.191.6/46,التقرير السنوي,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1980.0,31,الإقتصاد العالمي,FSR_12573
330.191.6/75,الحسابات القومية في الدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1994.0,167,الإقتصاد العالمي,FSR_3949
330.191.6/76,أسعار الصرف التقاطعية لعملات الدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1991.0,263,الإقتصاد العالمي,FSR_3943
330.191.6/77,النقد والإئتمان في الدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1994.0,106,الإقتصاد العالمي,FSR_3948
330.191.6/78,التجارة الخارجية للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1994.0,233,الإقتصاد العالمي,FSR_3947
330.191.6/79,الدول العربية مؤشرات إقتصادية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1994.0,77,الإقتصاد العالمي,FSR_3946
330.191.6/80,موازين المدفوعات والدين العام الخارجي للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1994.0,147,الإقتصادي العالمي,FSR_3945
330.191.6/81,موازين المدفوعات والدين العام الخارجي للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1993.0,147,الإقتصاد العالمي,FSR_3944
330.191.6/82,النقد والإئتمان في الدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1991.0,106,الإقتصاد العالمي,FSR_3941
330.191.6/83,التجارة الخارجية للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1991.0,233,الإقتصاد العالمي,FSR_3940
330.191.6/85,الحسابات القومية للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1991.0,167,الإقتصاد العالمي,FSR_3938
330.191.6/86,موازين المدفوعات والذين العام الخارجي للدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1991.0,151,الإقتصاد العالمي,FSR_3942
336.3/01,سياسة وإدارة الدين العام في البلدان العربية,صندوق النقد العربي,شركة أبوظبي للطباعة والنشر,أبوظبي,1998.0,240,القروض العمومية,FSR_27624
336.74/01,التكامل النقدي العربي (المبررات - المشاكل - الوسائل),صندوق النقد العربي,مركز درسات الوحدة العربية,بيروت,1981.0,724,النقود,FSR_10027
336.74/06,أسواق رأس المال في الدول العربية واقعها ومجالات تطويرها,صندوق النقد العربي,صندوق النقد الدولي,أبو ظبي,1984.0,264,النقود,FSR_17892
336.74/12,السياسات النقدية في الدول العربية,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1996.0,517,النقود,FSR_27961
336.74/13,آثر البدور على إقتصاديات الدولة العربية,صندوق النقد العربي,الإمارات العربية المتحدة,أبو ظبي,1999.0,328,النقود,FSR_28364
336/12,القطاع المالي في البلدان العربية وتحديات المرحلة المقبلة,صندوق النقد العربي - الصندوق العربي للإنماء الإقتصادي والإجتماعي,صندوق الإنماء العربي الإقتصادي والإجتماعي,الكويت,2001.0,234,مالية الدولة,FSR_28636
330.191.6/114,دور الدولة في البيئة الاقتصادية العربية الجديدة,صندوق النقد العربي للإنماء الاقتصادي والاجتماعي,صندوق النقد العربي,بيروت,1998.0,376,الاقتصاد العالمي,FSR_27474
330.191.6/130,دور الحكومات الإنتمائي في ظل الإنفتاح الإقتصادي,صندوق النقد العربي معهد السياسات الإقتصادية,شركة أبوطبي للطباعة والنشر,دمشق,2000.0,236,الإقتصاد العالمي,FSR_28625
621.38/14,دارات الكترونية وتصميمها,"صنيج, جورج",جامعة دمشق,دمشق,1992.0,438,الإلكترونيات,FSR_26477
621.38/04 ج1,الالكترونيات. الجزء الأول,"صهيوني, وليد مصطفى",جامعة البعث,سوريا,1992.0,384,الالكترونيات,FSR_26246
621.38/04 ج1 مكرر,الالكترونيات: الجزء الأول,"صهيوني, وليد مصطفى",جامعة البعث,سوريا,1992.0,384,الالكترونيات,FSR_26248
911/19,المناطق الجافة,صيام نادر,جامعة دمشق,دمشق,1989.0,256,الجغرافية العامة,FSR_24490
008/35,مجابهة الغزو الثقافي الأمبريالي الصهيوني للمشرق العربي: دراسة في الثقافة المقاومة,"ضاهر, مسعود",منشورات المجلس القومي للثقافة العربية,بيروت,1989.0,329,الثقافة العربية : دراسة في الثقافةالمقاومة,FSR_25124
547/30,الكيمياء العضوية,"ضبيط, اسامة",مديرية الكتب والمطبوعات الجامعية,حلب,1982.0,254,الكيمياء العضوية,FSR_24759
51/09,الرياضيات,"ضبيط, نادر",مديرية الكتب والمطبوعات الجامعية,حلب,1990.0,321,الرياضيات,FSR_24930
336.126/03,محاسبة التكاليف نظريات وتطبيق,"ضو, خليفة علي",المنشأة العامة للنشر والتوزيع والاعلان,طرابلس,1983.0,561,المحاسبة العمومية,FSR_12868
620.9/05,تحويل الطاقة,"ضياء, تاج الدين",جامعة حلب,سوريا,1992.0,240,الطاقة,FSR_26100
620.9/06,هندسة محطات توليد الطاقة واقتصادياتها,"ضياء, تاج الدين",جامعة حلب,سوريا,1991.0,530,الطاقة,FSR_26097
621.56/02,آلات التبريد,"ضياء, تاج الدين",مديرية الكتب والمطبوعات الجامعية,حلب,1987.0,400,التبريد,FSR_26181
801.5_091/01,البلاغة تطور وتاريخ,"ضيف, شوقي",دار المعارف,القاهرة,1976.0,381,تاريخ البلاغة العربية,FSR_5524
801.5_091/01 مكرر,البلاغة تطور وتاريخ,"ضيف, شوقي",دار المعارف,القاهرة,1977.0,381,تاريخ البلاغة العربية,FSR_11703
801.56/11,المدارس النحوية,"ضيف, شوقي",دار المعارف,القاهرة,1976.0,375,النحو العربي,FSR_5525
82.0/07,"البحث الأدبي : طبيعته, مناهجه, أصوله, مصادره","ضيف, شوقي",دار المعارف,القاهرة,1976.0,278,البحت الأدبي,FSR_9134
82.09/38,فصول في الشعر ونقده,"ضيف, شوقي",دار المعارف,القاهرة,1977.0,367,النقد الأدبي,FSR_5454
82.09/87 مكرر,في النقد الادبي,"ضيف, شوقي",دار المعارف,القاهرة,1988.0,250,النقد الادبي,FSR_23613
82.091/42,الشعر وطوابعه الشعبية على مر العصور,"ضيف, شوقي",دار المعارف,القاهرة,1977.0,255,دراسة أدبية,FSR_5482
82.091/82,الفن ومذاهبه في النثر العربي,"ضيف, شوقي",دار المعارف بمصر,القاهرة,1960.0,399,دراسة أدبية,FSR_9730
82_091/33,العصر العباسي الأول,"ضيف, شوقي",دار المعارف,القاهرة,1972.0,573,تاريخ الأدب العربي,FSR_5339
82_091/34,العصر العباسي الثاني,"ضيف, شوقي",دار المعارف,القاهرة,1975.0,659,تاريخ الأدب العربي,FSR_5340
82_091/36,العصر الإسلامي,"ضيف, شوقي",دار المعارف,القاهرة,1974.0,492,تاريخ الأدب العربي,FSR_9728
82-1_ام/09,الشعر والغناء في المدينة ومكة لعصر بني أمية,"ضيف, شوقي",دار الثقافة,بيروت,1968.0,439,الأدب الأموي,FSR_5462
82-1_حد/19,البارودي رائد الشعر الحديث,"ضيف, شوقي",دار المعارف,القاهرة,1977.0,230,الأدب الحديث,FSR_5489
82-4/08,دراسات في الشعر العربي المعاصر,"ضيف, شوقي",دار المعارف,القاهرة,1979.0,291,دراسة وأبحاث معاصرة,FSR_9733
681.3/19,مكونات الميكروكمبيوتر التقنية. الجزء الثاني,"طائل, مظهر",دار الراتب الجامعية,بيروت,1985.0,274,إعلاميات,FSR_20213
297.418/01,رياض الفالحين ومنار السالكين,"طاحون, أحمد بن محمد",مكتب الثرات الإسلامي,السعودبة,1988.0,308,الوعظ والإرشاد,FSR_20362
54/18,الكيمياء العملية,"طالب, هاني",منشورات جامعة دمشق,دمشق,1992.0,106,الكيمياء,FSR_24860
960/05,افريقيا فصول من الماضي والحاضر,"طاهر, أحمد",دار المعارف,القاهرة,1975.0,197,تاريخ افريقيا عبر العصور,FSR_7793
681.3/18,العاملات الميكروية,"طايل, مظهر",دار الراتب الجامعية,بيروت,1985.0,172,إعلاميات,FSR_20214
681.3/23,الكمبيوتر الشخصي واستخداماته,"طايل, مظهر",دار الراتب الجامعية,بيروت,1985.0,176,إعلاميات,FSR_20212
297.125/04,اليهود في القرآن : تحليل علمي لنصوص القرآن في اليهود على ضوء الأحداث الحاضرة مع قصص أنبياء الله إبراهيم و يوسف و موسى عليهم السلام,"طبارة, عفيف عبد الفتاح",دار العلم للملايين,بيروت,1978.0,296,القرآن : دراسات,FSR_4162
297.125/04 مكرر,اليهود في القرآن : تحليل علمي لنصوص القرآن في اليهود على ضوء الأحداث الحاضرة مع قصص انبياء الله إبراهيم و يوسف و موسى عليهم السلام,"طبارة, عفيف عبد الفتاح",دار العلم للملايين,بيروت,1984.0,284,القرآن : دراسات,FSR_20363
297.77/01,مع الأنبياء في القرآن الكريم : قصص ودروس وعبر من حياتهم,"طبارة, عفيف عبد الفتاح",دار العلم للملايين,بيروت,1978.0,472,سير الأنبياء,FSR_4163
297.77/01 مكرر,مع الأنبياء في القرآن الكريم : قصص ودروس وعبر من حياتهم,"طبارة, عفيف عبد الفتاح",دار العلم للملايين,بيروت,1989.0,471,سير الأنبياء,FSR_20365
297/44,روح الدين الإسلامي : عرض وتحليل لأصول الإسلام وآدابه وأحكامه تحت ضوء العلم والفلسفة,"طبارة, عفيف عبد الفتاح",دار العلم للملايين,لبنان,1977.0,480,الإسلام,FSR_565
